geneA,geneB
YCR035C,YNL209W
YCR035C,YNL232W
YCR035C,YNL251C
YCR035C,YNL255C
YCR035C,YNR024W
YCR035C,YOL021C
YCR035C,YOL115W
YCR035C,YOL142W
YCR035C,YOR001W
YCR035C,YOR076C
YCR035C,YPL146C
YCR035C,YPL211W
YCR035C,YPR144C
YCR036W,YDL160C
YCR036W,YFR004W
YCR036W,YGL122C
YCR036W,YGL153W
YCR036W,YNL255C
YCR037C,YHL042W
YCR037C,YHR136C
YCR037C,YJL002C
YCR037C,YLL013C
YCR037C,YOR198C
YCR038C,YDL160C
YCR038C,YGL178W
YCR038C,YGR041W
YCR038C,YIL140W
YCR038C,YJR092W
YCR038C,YLR293C
YCR038C,YLR353W
YCR038C,YPR122W
YCR039C,YCR084C
YCR039C,YCR097W
YCR039C,YDL013W
YCR039C,YER116C
YCR039C,YFL026W
YCR039C,YMR043W
YCR040W,YIL027C
YCR040W,YMR043W
YCR042C,YDL160C
YCR042C,YDR145W
YCR042C,YDR167W
YCR042C,YDR195W
YCR042C,YDR301W
YCR042C,YER148W
YCR042C,YGL112C
YCR042C,YGR274C
YCR042C,YHL034C
YCR042C,YJR093C
YCR042C,YKL059C
YCR042C,YKL081W
YCR042C,YKR002W
YCR042C,YLL013C
YCR042C,YLR115W
YCR042C,YLR277C
YCR042C,YLR451W
YCR042C,YML015C
YCR042C,YML098W
YCR042C,YML114C
YCR042C,YMR005W
YCR042C,YMR037C
YCR042C,YMR219W
YCR042C,YMR227C
YCR042C,YMR236W
YCR042C,YNL031C
YCR042C,YNL222W
YCR042C,YOL051W
YCR042C,YPL011C
YCR042C,YPL042C
YCR042C,YPL075W
YCR042C,YPL129W
YCR042C,YPL235W
YCR042C,YPR056W
YCR042C,YPR065W
YCR043C,YDL053C
YCR043C,YDL077C
YCR043C,YDL095W
YCR043C,YDL160C
YCR043C,YDL229W
YCR043C,YDR100W
YCR043C,YDR174W
YCR043C,YDR264C
YCR043C,YDR381W
YCR043C,YDR388W
YCR043C,YDR457W
YCR043C,YDR503C
YCR043C,YDR515W
YCR043C,YEL036C
YCR043C,YFL062W
YCR043C,YGL122C
YCR043C,YGR192C
YCR043C,YHR123W
YCR043C,YHR134W
YCR043C,YJL151C
YCR043C,YLL024C
YCR043C,YLR429W
YCR043C,YMR010W
YCR043C,YMR272C
YCR043C,YMR292W
YCR043C,YNL209W
YCR043C,YNL255C
YCR043C,YOR198C
YCR043C,YPL146C
YCR043C,YPL246C
YCR044C,YDL229W
YCR044C,YDR331W
YCR044C,YDR502C
YCR044C,YDR515W
YCR044C,YHR140W
YCR044C,YLL024C
YCR044C,YOR198C
YCR045C,YOR348C
YCR046C,YCR071C
YCR046C,YDL077C
YCR046C,YDL160C
YCR046C,YDR116C
YCR046C,YDR237W
YCR046C,YDR296W
YCR046C,YDR322W
YCR046C,YDR462W
YCR046C,YFL002C
YCR046C,YGL064C
YCR046C,YGL122C
YCR046C,YGR091W
YCR046C,YGR220C
YCR046C,YHL004W
YCR046C,YJL063C
YCR046C,YKL139W
YCR046C,YKL167C
YCR046C,YKR006C
YCR046C,YKR085C
YCR046C,YLL013C
YCR046C,YLR312W-A
YCR046C,YLR320W
YCR046C,YLR439W
YCR046C,YML025C
YCR046C,YML065W
YCR046C,YMR024W
YCR046C,YMR098C
YCR046C,YMR193W
YCR046C,YNL005C
YCR046C,YNL177C
YCR046C,YNL252C
YCR046C,YNL284C
YCR046C,YOL027C
YCR046C,YPR042C
YCR046C,YPR125W
YCR047C,YDL148C
YCR047C,YDL160C
YCR047C,YDR515W
YCR047C,YGL178W
YCR047C,YJR002W
YCR047C,YKL143W
YCR047C,YML093W
YCR047C,YMR128W
YCR047C,YNL255C
YCR047C,YNR046W
YCR047C,YOR056C
YCR047C,YPL204W
YCR048W,YDL160C
YCR048W,YDR180W
YCR048W,YDR295C
YCR048W,YER045C
YCR048W,YGR145W
YCR048W,YHL002W
YCR048W,YHL009W-A
YCR048W,YHL010C
YCR048W,YHR158C
YCR048W,YJL041W
YCR048W,YKL179C
YCR048W,YKR031C
YCR048W,YKR036C
YCR048W,YLR212C
YCR048W,YLR427W
YCR048W,YMR124W
YCR048W,YMR192W
YCR048W,YOL069W
YCR048W,YOR058C
YCR048W,YOR334W
YCR048W,YPL146C
YCR048W,YPL174C
YCR048W,YPL240C
YCR050C,YDL017W
YCR051W,YDR515W
YCR051W,YER184C
YCR051W,YFR004W
YCR051W,YNL209W
YCR051W,YNL255C
YCR051W,YOR198C
YCR051W,YPR190C
YCR052W,YDL156W
YCR052W,YDL229W
YCR052W,YDR303C
YCR052W,YER148W
YCR052W,YFL033C
YCR052W,YFR037C
YCR052W,YGR056W
YCR052W,YGR270W
YCR052W,YGR275W
YCR052W,YHL007C
YCR052W,YIL031W
YCR052W,YIL126W
YCR052W,YIR010W
YCR052W,YJL127C
YCR052W,YKL048C
YCR052W,YKL049C
YCR052W,YKR008W
YCR052W,YLR033W
YCR052W,YLR321C
YCR052W,YLR357W
YCR052W,YML127W
YCR052W,YMR033W
YCR052W,YMR072W
YCR052W,YMR091C
YCR052W,YNL030W
YCR052W,YNL031C
YCR052W,YOL100W
YCR052W,YOR232W
YCR052W,YOR360C
YCR052W,YPL082C
YCR052W,YPR034W
YCR052W,YPR052C
YCR052W,YPR190C
YCR053W,YCR077C
YCR053W,YDL077C
YCR053W,YDL160C
YCR053W,YFR004W
YCR053W,YHL034C
YCR053W,YHR200W
YCR053W,YIL030C
YCR053W,YJR007W
YCR053W,YLR314C
YCR053W,YML126C
YCR053W,YNL209W
YCR053W,YNL244C
YCR053W,YOL013C
YCR053W,YOR209C
YCR053W,YPR042C
YCR053W,YPR190C
YCR054C,YGL122C
YCR054C,YNL209W
YCR057C,YDL014W
YCR057C,YDL077C
YCR057C,YDL148C
YCR057C,YDL213C
YCR057C,YDR012W
YCR057C,YDR025W
YCR057C,YDR064W
YCR057C,YDR299W
YCR057C,YDR324C
YCR057C,YDR365C
YCR057C,YDR382W
YCR057C,YDR447C
YCR057C,YDR449C
YCR057C,YDR450W
YCR057C,YEL050C
YCR057C,YER082C
YCR057C,YER127W
YCR057C,YFL002C
YCR057C,YFR031C-A
YCR057C,YGL011C
YCR057C,YGL120C
YCR057C,YGL122C
YCR057C,YGL171W
YCR057C,YGR034W
YCR057C,YGR085C
YCR057C,YGR090W
YCR057C,YGR098C
YCR057C,YGR128C
YCR057C,YGR135W
YCR057C,YGR145W
YCR057C,YGR154C
YCR057C,YGR210C
YCR057C,YGR218W
YCR057C,YGR251W
YCR057C,YGR280C
YCR057C,YHR010W
YCR057C,YHR148W
YCR057C,YHR169W
YCR057C,YHR196W
YCR057C,YHR203C
YCR057C,YIL019W
YCR057C,YIL031W
YCR057C,YIL069C
YCR057C,YJL010C
YCR057C,YJL033W
YCR057C,YJL069C
YCR057C,YJL109C
YCR057C,YJL190C
YCR057C,YJL191W
YCR057C,YJR002W
YCR057C,YJR123W
YCR057C,YJR145C
YCR057C,YKL099C
YCR057C,YKL180W
YCR057C,YKR060W
YCR057C,YLL011W
YCR057C,YLR003C
YCR057C,YLR029C
YCR057C,YLR129W
YCR057C,YLR175W
YCR057C,YLR186W
YCR057C,YLR197W
YCR057C,YLR222C
YCR057C,YLR320W
YCR057C,YLR367W
YCR057C,YLR409C
YCR057C,YLR441C
YCR057C,YLR448W
YCR057C,YML024W
YCR057C,YML063W
YCR057C,YML111W
YCR057C,YML130C
YCR057C,YMR093W
YCR057C,YMR128W
YCR057C,YMR142C
YCR057C,YMR143W
YCR057C,YMR194W
YCR057C,YMR229C
YCR057C,YMR290C
YCR057C,YMR300C
YCR057C,YNL002C
YCR057C,YNL030W
YCR057C,YNL069C
YCR057C,YNL075W
YCR057C,YNL132W
YCR057C,YNL178W
YCR057C,YNL186W
YCR057C,YNL209W
YCR057C,YNL232W
YCR057C,YNL255C
YCR057C,YNR043W
YCR057C,YNR054C
YCR057C,YOL010W
YCR057C,YOL038W
YCR057C,YOL077C
YCR057C,YOR063W
YCR057C,YOR078W
YCR057C,YOR096W
YCR057C,YOR145C
YCR057C,YOR198C
YCR057C,YOR310C
YCR057C,YPL012W
YCR057C,YPL081W
YCR057C,YPL126W
YCR057C,YPL131W
YCR057C,YPL143W
YCR057C,YPL217C
YCR057C,YPL220W
YCR057C,YPL240C
YCR057C,YPL266W
YCR057C,YPR042C
YCR057C,YPR112C
YCR057C,YPR137W
YCR057C,YPR144C
YCR057C,YPR190C
YCR059C,YDL160C
YCR059C,YDR152W
YCR059C,YDR283C
YCR059C,YDR400W
YCR059C,YFL039C
YCR059C,YGL195W
YCR059C,YIL071C
YCR059C,YJL160C
YCR059C,YJL189W
YCR059C,YJL190C
YCR059C,YLR249W
YCR059C,YLR367W
YCR059C,YNL004W
YCR059C,YNL209W
YCR059C,YPR080W
YCR060W,YDR190C
YCR060W,YGL122C
YCR060W,YHR034C
YCR060W,YKL117W
YCR060W,YLR197W
YCR060W,YMR186W
YCR060W,YMR309C
YCR060W,YNL209W
YCR060W,YNL255C
YCR060W,YOR310C
YCR060W,YPL235W
YCR060W,YPL240C
YCR061W,YDL035C
YCR061W,YEL063C
YCR061W,YER001W
YCR061W,YGR055W
YCR061W,YHL048W
YCR061W,YHR103W
YCR061W,YIL134W
YCR061W,YIL147C
YCR061W,YJR117W
YCR061W,YKL004W
YCR061W,YLL048C
YCR061W,YLR138W
YCR061W,YMR243C
YCR061W,YNL197C
YCR061W,YNL318C
YCR061W,YNR066C
YCR061W,YOR198C
YCR061W,YOR266W
YCR061W,YPR042C
YCR061W,YPR058W
YCR063W,YDL043C
YCR063W,YDL160C
YCR063W,YDL209C
YCR063W,YDL220C
YCR063W,YDR408C
YCR063W,YDR482C
YCR063W,YER013W
YCR063W,YER165W
YCR063W,YER172C
YCR063W,YGL120C
YCR063W,YHR165C
YCR063W,YHR203C
YCR063W,YIL018W
YCR063W,YIL070C
YCR063W,YKL085W
YCR063W,YKL095W
YCR063W,YKL173W
YCR063W,YKR086W
YCR063W,YLL036C
YCR063W,YMR024W
YCR063W,YMR080C
YCR063W,YMR213W
YCR063W,YNL252C
YCR063W,YNR011C
YCR063W,YOL135C
YCR063W,YPL151C
YCR063W,YPR101W
YCR063W,YPR152C
YCR065W,YCR105W
YCR065W,YDL042C
YCR065W,YDL160C
YCR065W,YDR477W
YCR065W,YGL178W
YCR065W,YGR252W
YCR065W,YHR205W
YCR065W,YJR102C
YCR065W,YLR433C
YCR065W,YML051W
YCR065W,YMR080C
YCR065W,YNL209W
YCR065W,YOR359W
YCR065W,YPL002C
YCR065W,YPL106C
YCR065W,YPL240C
YCR065W,YPR042C
YCR066W,YDL064W
YCR066W,YDL160C
YCR066W,YDR092W
YCR066W,YDR510W
YCR066W,YGL058W
YCR066W,YGL122C
YCR066W,YGL178W
YCR066W,YJL092W
YCR066W,YLL013C
YCR066W,YLL039C
YCR066W,YLR032W
YCR066W,YLR438C-A
YCR066W,YMR224C
YCR066W,YNL312W
YCR066W,YOL062C
YCR066W,YOR128C
YCR066W,YOR368W
YCR066W,YPR042C
YCR067C,YNL197C
YCR067C,YOR128C
YCR067C,YPL085W
YCR067C,YPL218W
YCR067C,YPR088C
YCR068W,YDR331W
YCR068W,YFL062W
YCR068W,YGL122C
YCR068W,YIR033W
YCR068W,YIR038C
YCR068W,YNL111C
YCR069W,YLL013C
YCR069W,YMR149W
YCR069W,YOR198C
YCR069W,YPR042C
YCR071C,YDL160C
YCR071C,YDR116C
YCR071C,YDR231C
YCR071C,YDR296W
YCR071C,YDR322W
YCR071C,YDR405W
YCR071C,YDR515W
YCR071C,YFL002C
YCR071C,YGL122C
YCR071C,YGL178W
YCR071C,YGR076C
YCR071C,YGR220C
YCR071C,YHL004W
YCR071C,YJL063C
YCR071C,YJR045C
YCR071C,YLL013C
YCR071C,YLR439W
YCR071C,YMR024W
YCR071C,YNL255C
YCR071C,YNL284C
YCR071C,YOL027C
YCR071C,YOR361C
YCR071C,YPL173W
YCR071C,YPR125W
YCR072C,YDL160C
YCR072C,YDL191W
YCR072C,YDR101C
YCR072C,YDR477W
YCR072C,YER006W
YCR072C,YER126C
YCR072C,YFL002C
YCR072C,YGL099W
YCR072C,YGL111W
YCR072C,YGL120C
YCR072C,YGR103W
YCR072C,YGR245C
YCR072C,YHR052W
YCR072C,YHR085W
YCR072C,YHR134W
YCR072C,YHR197W
YCR072C,YJL122W
YCR072C,YKL009W
YCR072C,YKL117W
YCR072C,YKR081C
YCR072C,YLL008W
YCR072C,YLR009W
YCR072C,YLR074C
YCR072C,YLR106C
YCR072C,YLR320W
YCR072C,YLR340W
YCR072C,YLR397C
YCR072C,YML093W
YCR072C,YMR049C
YCR072C,YMR290C
YCR072C,YNL002C
YCR072C,YNL110C
YCR072C,YNL182C
YCR072C,YNL186W
YCR072C,YNL209W
YCR072C,YNR053C
YCR072C,YOL127W
YCR072C,YOR063W
YCR072C,YOR294W
YCR072C,YPL031C
YCR072C,YPL093W
YCR072C,YPL131W
YCR072C,YPL146C
YCR072C,YPL209C
YCR072C,YPR016C
YCR073C,YDL056W
YCR073C,YDL125C
YCR073C,YDR007W
YCR073C,YDR023W
YCR073C,YDR170C
YCR073C,YDR179C
YCR073C,YDR524C
YCR073C,YGL122C
YCR073C,YGL134W
YCR073C,YGL178W
YCR073C,YGR142W
YCR073C,YGR218W
YCR073C,YHL020C
YCR073C,YHR027C
YCR073C,YHR157W
YCR073C,YIL051C
YCR073C,YJL089W
YCR073C,YJL108C
YCR073C,YJL128C
YCR073C,YLR006C
YCR073C,YML096W
YCR073C,YMR117C
YCR073C,YMR165C
YCR073C,YNL250W
YCR073C,YNL284C-A
YCR073C,YNR031C
YCR073C,YOR018W
YCR073C,YPL217C
YCR073W-A,YDL214C
YCR073W-A,YDR122W
YCR073W-A,YDR247W
YCR073W-A,YDR409W
YCR073W-A,YDR515W
YCR073W-A,YER064C
YCR073W-A,YER133W
YCR073W-A,YER151C
YCR073W-A,YGL059W
YCR073W-A,YGR218W
YCR073W-A,YHL007C
YCR073W-A,YHR082C
YCR073W-A,YHR135C
YCR073W-A,YJL164C
YCR073W-A,YJR059W
YCR073W-A,YLR028C
YCR073W-A,YLR257W
YCR073W-A,YNL154C
YCR073W-A,YNL209W
YCR073W-A,YNL255C
YCR073W-A,YNL307C
YCR073W-A,YNR034W
YCR073W-A,YNR051C
YCR073W-A,YOL113W
YCR073W-A,YOR351C
YCR073W-A,YPL020C
YCR073W-A,YPL026C
YCR075C,YCR077C
YCR075C,YDL160C
YCR075C,YDR456W
YCR075C,YFL062W
YCR075C,YFR014C
YCR075C,YJL124C
YCR075C,YLL024C
YCR075C,YOL016C
YCR075C,YOR359W
YCR075C,YPL246C
YCR075C,YPR042C
YCR075W-A,YGL122C
YCR075W-A,YGR163W
YCR075W-A,YKR007W
YCR075W-A,YML121W
YCR076C,YDL160C
YCR076C,YDR515W
YCR076C,YER012W
YCR076C,YER094C
YCR076C,YFR004W
YCR076C,YFR050C
YCR076C,YGL137W
YCR076C,YGL178W
YCR076C,YGR135W
YCR076C,YGR253C
YCR076C,YML092C
YCR076C,YMR314W
YCR076C,YNL118C
YCR076C,YNL189W
YCR076C,YNL209W
YCR076C,YNL255C
YCR076C,YOL038W
YCR076C,YPR103W
YCR077C,YCR093W
YCR077C,YDL007W
YCR077C,YDL010W
YCR077C,YDL014W
YCR077C,YDL022W
YCR077C,YDL025C
YCR077C,YDL061C
YCR077C,YDL065C
YCR077C,YDL075W
YCR077C,YDL077C
YCR077C,YDL078C
YCR077C,YDL081C
YCR077C,YDL083C
YCR077C,YDL125C
YCR077C,YDL130W
YCR077C,YDL136W
YCR077C,YDL139C
YCR077C,YDL140C
YCR077C,YDL160C
YCR077C,YDL165W
YCR077C,YDL167C
YCR077C,YDL175C
YCR077C,YDL184C
YCR077C,YDL202W
YCR077C,YDL208W
YCR077C,YDL229W
YCR077C,YDR011W
YCR077C,YDR025W
YCR077C,YDR037W
YCR077C,YDR050C
YCR077C,YDR063W
YCR077C,YDR064W
YCR077C,YDR074W
YCR077C,YDR077W
YCR077C,YDR088C
YCR077C,YDR104C
YCR077C,YDR141C
YCR077C,YDR158W
YCR077C,YDR188W
YCR077C,YDR224C
YCR077C,YDR225W
YCR077C,YDR232W
YCR077C,YDR252W
YCR077C,YDR293C
YCR077C,YDR297W
YCR077C,YDR320C-A
YCR077C,YDR323C
YCR077C,YDR329C
YCR077C,YDR342C
YCR077C,YDR343C
YCR077C,YDR345C
YCR077C,YDR365C
YCR077C,YDR378C
YCR077C,YDR381W
YCR077C,YDR382W
YCR077C,YDR385W
YCR077C,YDR389W
YCR077C,YDR404C
YCR077C,YDR408C
YCR077C,YDR418W
YCR077C,YDR420W
YCR077C,YDR447C
YCR077C,YDR524C-B
YCR077C,YDR529C
YCR077C,YEL015W
YCR077C,YEL017C-A
YCR077C,YEL025C
YCR077C,YEL031W
YCR077C,YEL034W
YCR077C,YEL046C
YCR077C,YEL054C
YCR077C,YER007C-A
YCR077C,YER007W
YCR077C,YER008C
YCR077C,YER018C
YCR077C,YER036C
YCR077C,YER043C
YCR077C,YER056C
YCR077C,YER068W
YCR077C,YER070W
YCR077C,YER072W
YCR077C,YER074W
YCR077C,YER091C
YCR077C,YER103W
YCR077C,YER110C
YCR077C,YER112W
YCR077C,YER115C
YCR077C,YER131W
YCR077C,YER132C
YCR077C,YER146W
YCR077C,YER151C
YCR077C,YER165W
YCR077C,YFL003C
YCR077C,YFL014W
YCR077C,YFL017C
YCR077C,YFL033C
YCR077C,YFL039C
YCR077C,YFL045C
YCR077C,YFR036W
YCR077C,YFR037C
YCR077C,YFR048W
YCR077C,YFR053C
YCR077C,YGL008C
YCR077C,YGL009C
YCR077C,YGL011C
YCR077C,YGL012W
YCR077C,YGL028C
YCR077C,YGL031C
YCR077C,YGL055W
YCR077C,YGL076C
YCR077C,YGL082W
YCR077C,YGL103W
YCR077C,YGL121C
YCR077C,YGL143C
YCR077C,YGL173C
YCR077C,YGL189C
YCR077C,YGL200C
YCR077C,YGL205W
YCR077C,YGL207W
YCR077C,YGL216W
YCR077C,YGL242C
YCR077C,YGL253W
YCR077C,YGR027C
YCR077C,YGR061C
YCR077C,YGR079W
YCR077C,YGR094W
YCR077C,YGR098C
YCR077C,YGR118W
YCR077C,YGR122W
YCR077C,YGR155W
YCR077C,YGR175C
YCR077C,YGR185C
YCR077C,YGR187C
YCR077C,YGR192C
YCR077C,YGR214W
YCR077C,YGR218W
YCR077C,YGR234W
YCR077C,YGR240C
YCR077C,YGR243W
YCR077C,YGR254W
YCR077C,YGR258C
YCR077C,YGR285C
YCR077C,YHL001W
YCR077C,YHL025W
YCR077C,YHL034C
YCR077C,YHL035C
YCR077C,YHL036W
YCR077C,YHR007C
YCR077C,YHR010W
YCR077C,YHR021C
YCR077C,YHR045W
YCR077C,YHR052W
YCR077C,YHR086W
YCR077C,YHR098C
YCR077C,YHR152W
YCR077C,YHR154W
YCR077C,YHR166C
YCR077C,YHR174W
YCR077C,YHR179W
YCR077C,YHR182W
YCR077C,YHR183W
YCR077C,YHR203C
YCR077C,YHR208W
YCR077C,YIL015W
YCR077C,YIL018W
YCR077C,YIL026C
YCR077C,YIL038C
YCR077C,YIL051C
YCR077C,YIL053W
YCR077C,YIL078W
YCR077C,YIL123W
YCR077C,YIL130W
YCR077C,YIL133C
YCR077C,YIL137C
YCR077C,YIL148W
YCR077C,YIL153W
YCR077C,YIR010W
YCR077C,YIR018W
YCR077C,YJL025W
YCR077C,YJL047C-A
YCR077C,YJL052W
YCR077C,YJL057C
YCR077C,YJL079C
YCR077C,YJL080C
YCR077C,YJL109C
YCR077C,YJL111W
YCR077C,YJL121C
YCR077C,YJL124C
YCR077C,YJL136C
YCR077C,YJL140W
YCR077C,YJL158C
YCR077C,YJL159W
YCR077C,YJL164C
YCR077C,YJL177W
YCR077C,YJL190C
YCR077C,YJR009C
YCR077C,YJR022W
YCR077C,YJR063W
YCR077C,YJR094W-A
YCR077C,YJR107W
YCR077C,YJR117W
YCR077C,YJR123W
YCR077C,YJR145C
YCR077C,YKL002W
YCR077C,YKL006W
YCR077C,YKL009W
YCR077C,YKL049C
YCR077C,YKL054C
YCR077C,YKL060C
YCR077C,YKL068W
YCR077C,YKL068W-A
YCR077C,YKL074C
YCR077C,YKL081W
YCR077C,YKL096W-A
YCR077C,YKL101W
YCR077C,YKL109W
YCR077C,YKL120W
YCR077C,YKL139W
YCR077C,YKL152C
YCR077C,YKL164C
YCR077C,YKL166C
YCR077C,YKL178C
YCR077C,YKL182W
YCR077C,YKL212W
YCR077C,YKR010C
YCR077C,YKR016W
YCR077C,YKR066C
YCR077C,YLL002W
YCR077C,YLL013C
YCR077C,YLL024C
YCR077C,YLL036C
YCR077C,YLL051C
YCR077C,YLR044C
YCR077C,YLR061W
YCR077C,YLR075W
YCR077C,YLR109W
YCR077C,YLR110C
YCR077C,YLR116W
YCR077C,YLR134W
YCR077C,YLR143W
YCR077C,YLR154C-G
YCR077C,YLR167W
YCR077C,YLR175W
YCR077C,YLR185W
YCR077C,YLR186W
YCR077C,YLR189C
YCR077C,YLR192C
YCR077C,YLR197W
YCR077C,YLR201C
YCR077C,YLR247C
YCR077C,YLR249W
YCR077C,YLR264W
YCR077C,YLR271W
YCR077C,YLR287C-A
YCR077C,YLR297W
YCR077C,YLR300W
YCR077C,YLR301W
YCR077C,YLR304C
YCR077C,YLR319C
YCR077C,YLR340W
YCR077C,YLR342W
YCR077C,YLR355C
YCR077C,YLR367W
YCR077C,YLR413W
YCR077C,YLR435W
YCR077C,YLR438C-A
YCR077C,YLR441C
YCR077C,YLR448W
YCR077C,YML016C
YCR077C,YML024W
YCR077C,YML027W
YCR077C,YML052W
YCR077C,YML056C
YCR077C,YML063W
YCR077C,YML073C
YCR077C,YML081W
YCR077C,YML093W
YCR077C,YML104C
YCR077C,YML109W
YCR077C,YML118W
YCR077C,YML123C
YCR077C,YMR002W
YCR077C,YMR024W
YCR077C,YMR061W
YCR077C,YMR080C
YCR077C,YMR104C
YCR077C,YMR115W
YCR077C,YMR116C
YCR077C,YMR117C
YCR077C,YMR119W
YCR077C,YMR121C
YCR077C,YMR142C
YCR077C,YMR143W
YCR077C,YMR179W
YCR077C,YMR184W
YCR077C,YMR186W
YCR077C,YMR205C
YCR077C,YMR210W
YCR077C,YMR224C
YCR077C,YMR229C
YCR077C,YMR242C
YCR077C,YMR246W
YCR077C,YMR288W
YCR077C,YMR295C
YCR077C,YMR307W
YCR077C,YMR311C
YCR077C,YNL002C
YCR077C,YNL031C
YCR077C,YNL061W
YCR077C,YNL066W
YCR077C,YNL069C
YCR077C,YNL088W
YCR077C,YNL096C
YCR077C,YNL098C
YCR077C,YNL099C
YCR077C,YNL101W
YCR077C,YNL102W
YCR077C,YNL104C
YCR077C,YNL118C
YCR077C,YNL124W
YCR077C,YNL128W
YCR077C,YNL131W
YCR077C,YNL132W
YCR077C,YNL144C
YCR077C,YNL145W
YCR077C,YNL147W
YCR077C,YNL162W
YCR077C,YNL165W
YCR077C,YNL190W
YCR077C,YNL209W
YCR077C,YNL224C
YCR077C,YNL255C
YCR077C,YNL292W
YCR077C,YNL313C
YCR077C,YNR018W
YCR077C,YNR027W
YCR077C,YNR051C
YCR077C,YNR053C
YCR077C,YOL039W
YCR077C,YOL040C
YCR077C,YOL054W
YCR077C,YOL059W
YCR077C,YOL086C
YCR077C,YOL120C
YCR077C,YOL121C
YCR077C,YOL127W
YCR077C,YOL139C
YCR077C,YOL143C
YCR077C,YOL149W
YCR077C,YOR018W
YCR077C,YOR020C
YCR077C,YOR085W
YCR077C,YOR091W
YCR077C,YOR096W
YCR077C,YOR150W
YCR077C,YOR153W
YCR077C,YOR167C
YCR077C,YOR171C
YCR077C,YOR204W
YCR077C,YOR207C
YCR077C,YOR213C
YCR077C,YOR234C
YCR077C,YOR252W
YCR077C,YOR271C
YCR077C,YOR273C
YCR077C,YOR298C-A
YCR077C,YOR312C
YCR077C,YOR326W
YCR077C,YOR335C
YCR077C,YOR369C
YCR077C,YPL012W
YCR077C,YPL043W
YCR077C,YPL061W
YCR077C,YPL079W
YCR077C,YPL081W
YCR077C,YPL082C
YCR077C,YPL090C
YCR077C,YPL106C
YCR077C,YPL110C
YCR077C,YPL137C
YCR077C,YPL143W
YCR077C,YPL178W
YCR077C,YPL186C
YCR077C,YPL189C-A
YCR077C,YPL198W
YCR077C,YPL203W
YCR077C,YPL204W
YCR077C,YPL214C
YCR077C,YPL217C
YCR077C,YPL234C
YCR077C,YPL237W
YCR077C,YPL240C
YCR077C,YPL266W
YCR077C,YPR008W
YCR077C,YPR010C
YCR077C,YPR036W-A
YCR077C,YPR041W
YCR077C,YPR042C
YCR077C,YPR062W
YCR077C,YPR072W
YCR077C,YPR074C
YCR077C,YPR080W
YCR077C,YPR106W
YCR077C,YPR113W
YCR077C,YPR129W
YCR077C,YPR132W
YCR077C,YPR137W
YCR077C,YPR152C
YCR077C,YPR171W
YCR077C,YPR185W
YCR079W,YDL160C
YCR079W,YDL214C
YCR079W,YER178W
YCR079W,YFL018C
YCR079W,YGL062W
YCR079W,YGL070C
YCR079W,YGL178W
YCR079W,YGL245W
YCR079W,YGR193C
YCR079W,YHR076W
YCR079W,YIL125W
YCR079W,YJL138C
YCR079W,YJR059W
YCR079W,YKL054C
YCR079W,YKL085W
YCR079W,YLL022C
YCR079W,YLR192C
YCR079W,YLR304C
YCR079W,YML010W
YCR079W,YMR239C
YCR079W,YNL014W
YCR079W,YNL071W
YCR079W,YOR136W
YCR079W,YOR187W
YCR079W,YOR317W
YCR079W,YOR323C
YCR079W,YOR359W
YCR079W,YPL022W
YCR079W,YPL110C
YCR079W,YPL118W
YCR079W,YPL160W
YCR081W,YDL005C
YCR081W,YDL077C
YCR081W,YDL160C
YCR081W,YDR308C
YCR081W,YDR443C
YCR081W,YER022W
YCR081W,YGL025C
YCR081W,YGL127C
YCR081W,YGL151W
YCR081W,YGL158W
YCR081W,YGL178W
YCR081W,YGR104C
YCR081W,YJL203W
YCR081W,YLR071C
YCR081W,YMR080C
YCR081W,YNL025C
YCR081W,YNL236W
YCR081W,YOL135C
YCR081W,YPL042C
YCR081W,YPL248C
YCR081W,YPR070W
YCR082W,YDL160C
YCR082W,YDR016C
YCR082W,YDR176W
YCR082W,YDR448W
YCR082W,YDR505C
YCR082W,YDR515W
YCR082W,YER022W
YCR082W,YFL008W
YCR082W,YGL122C
YCR082W,YGL178W
YCR082W,YGL207W
YCR082W,YGL236C
YCR082W,YGR252W
YCR082W,YHR027C
YCR082W,YJL034W
YCR082W,YJL052W
YCR082W,YJL098W
YCR082W,YJR009C
YCR082W,YKL006W
YCR082W,YKL138C-A
YCR082W,YLR315W
YCR082W,YLR433C
YCR082W,YNL209W
YCR082W,YOR023C
YCR082W,YPR110C
YCR083W,YCR086W
YCR083W,YDL064W
YCR083W,YDL160C
YCR083W,YDR231C
YCR083W,YDR353W
YCR083W,YDR448W
YCR083W,YGL122C
YCR083W,YGL178W
YCR083W,YHR106W
YCR083W,YKR016W
YCR083W,YNL209W
YCR083W,YNL255C
YCR083W,YOR156C
YCR084C,YCR088W
YCR084C,YDL005C
YCR084C,YDL018C
YCR084C,YDL072C
YCR084C,YDL126C
YCR084C,YDL246C
YCR084C,YDR043C
YCR084C,YDR259C
YCR084C,YDR308C
YCR084C,YDR409W
YCR084C,YDR457W
YCR084C,YDR510W
YCR084C,YEL030W
YCR084C,YEL043W
YCR084C,YGL025C
YCR084C,YGR083C
YCR084C,YGR089W
YCR084C,YGR098C
YCR084C,YGR104C
YCR084C,YGR238C
YCR084C,YHL034C
YCR084C,YHR023W
YCR084C,YHR076W
YCR084C,YHR186C
YCR084C,YHR206W
